name	full_name	id	description	language	size	watchers	forks	stargazers_count
EntityAsteroids	iainlobb/EntityAsteroids	6154602	Simple, open source entity-based game engine with example space shooter game	ActionScript	172	13	8	13
noa	andyhall/noa	30635278	Experimental voxel game engine.	JavaScript	1229	13	1	13
WickedEngine	turanszkij/WickedEngine	37770961	DirectX11-based game engine using deferred rendering, written in C++, featuring Lua scripting.	C++	6140	13	6	13
odin	schell/odin	43987183	An ongoing zyghost.com series about writing a game/engine in Haskell  	Haskell	8304	13	3	13
ezEngine	ezEngine/ezEngine	18179848	An open source game engine in early development	C++	14343	13	2	13
beatfever	Sulunia/beatfever	56174680	An open-source reimplementation of the osu! "game engine" in Lua/Love2d	Lua	854	13	2	13
rogue	mdlawson/rogue	4406009	Coffeescript game engine, currently in development	JavaScript	894	13	1	13
rust-snake	bvssvni/rust-snake	18951152	Sea Snake Escape: A sea snake game in Rust using Piston game engine	Rust	3106	13	2	13
purescript-sigment	ptol/purescript-sigment	56703472	A simple game-engine/ui library	PureScript	12	13	1	13
BlenderCave	jgascon/BlenderCave	1975155	Blender Cave are some extensions to run Blender Game Engine in a multiscreen system (CAVE)	Python	70515	13	2	13
libnpengine	FGRE/libnpengine	13629264	Free implementation of Nitroplus Visual Novel game engine	C++	2268	13	0	13
dismae	Dischan/dismae	55736263	Game engine built on phaser.io and electron.	JavaScript	2780	13	2	13
TexasHoldemGameEngine	NikolayIT/TexasHoldemGameEngine	44322096	Texas Hold 'em Poker Game Engine	C#	300	12	12	12
sdl2_window	PistonDevelopers/sdl2_window	21223001	A SDL2 back-end for the Piston game engine	Rust	237	12	33	12
NeoEditor	Sponk/NeoEditor	18988059	Neo Editor and game engine	C	238670	12	5	12
flatredball-js	joelmartinez/flatredball-js	7121757	An HTML5/JavaScript Game Engine	JavaScript	4800	12	4	12
game_engine.vim	rbtnn/game_engine.vim	22604347	This is Game Engine for Vim script.	VimL	31	12	1	12
Magnetite	danhedron/Magnetite	1708010	An open source voxel game engine.	C++	3504	12	4	12
Skybox	tparisi/Skybox	3611594	A Game Engine for WebGL/Three.js	JavaScript	58155	12	6	12
reactor-v1	reisergames/reactor-v1	1038920	Reactor 3D Game Engine Repository	C#	32936	12	3	12
minetest_next	BlockMen/minetest_next	18770036	An improved game for the Minetest game engine	Lua	4354	12	4	12
Whisperwind	harr999y/Whisperwind	4048736	Game Engine + Gameplay + Game Develop Tools	C++	16620	12	4	12
tge	eigenl/tge	22310647	Text Game Engine	C++	20524	12	0	12
openfight	nonameentername/openfight	1857772	open source fighting game engine written in c++ using sdl.	C++	3637	12	6	12
tusk	BlazingMammothGames/tusk	44205618	My personal game engine	Haxe	6106	12	0	12
jake2	mbien/jake2	705963	Jake2 is a port of the Quake2 game engine to java.	Java	19460	12	4	12
Ranger-Dart	wdevore/Ranger-Dart	24431912	Game engine written in Dart	Dart	7624	12	2	12
godot_behavior_tree	quabug/godot_behavior_tree	27067334	behavior tree module for godot game engine	C++	459	12	2	12
rpgtest	cdqwertz/rpgtest	48844953	rpgtest is a mmorpg for the minetest game engine! It is an voxel basd game. There are different skills, monsters...	Logos	1364	12	8	12
Artemis-Engine	ArtemisEngine/Artemis-Engine	44479210	Artemis is a group dedicated to developing the Artemis Game Engine for C# 4.5+ and MonoGame.	C#	20429	12	4	12
gameblocks.js	shazow/gameblocks.js	2206817	Game engine framework for JavaScript, used to make LineRage.	JavaScript	369	12	2	12
Unity-Raytracer	BenjaminSchaaf/Unity-Raytracer	8967993	A Raytraced Renderer, programmed in Javascript for the Unity3d Game Engine. Additions are welcome	JavaScript	116	12	4	12
Shkadov	jkolb/Shkadov	41226342	A multi-platform Swift game engine	Swift	336	12	0	12
kge	kochol/kge	4322408	Kochol Game Engine(KGE) is going to be a complete game engine that has flexible design which uses Plugins, Components and .... You can create games for windows, linux ,web and android devices with this engine.	C	15062	12	5	12
Plum	Bananattack/Plum	227905	A free 2D game engine with Lua scripting, designed with rapid prototyping in mind.	C	82001	12	2	12
Cloister-Engine	Morgawr/Cloister-Engine	15004256	Fully concurrent and multithreaded game engine for Clojure/JVM	Clojure	912	12	0	12
inception-engine	fasterthanlime/inception-engine	577849	flexible game engine in ooc, with an ingame console to adjust everything in realtime	ooc	29606	12	2	12
finn-engine	darithorn/finn-engine	37750077	A 2D game engine written in C embedded with Lua	C	129	12	0	12
ie3D	codeoneclick/ie3D	9913979	OSX / iOS 3d game engine based on OGL ES 2.0, OGL CP 3.2	C++	255811	12	0	12
ArkGameFrame	ArkGame/ArkGameFrame	65961170	A fast, scalable, distributed game server framework for C++, include actor library, network library,can be used as a real time multiplayer game engine ( MMO RPG ), which support Lua script and Unity3d client. Plan to support UE4, Cocos2dx client.	C++	10698	12	4	12
MagEngine	TongTungGiang/MagEngine	53050605	Mag Engine is a game engine which is primarily developed for Linux operating system. It is based on the OGRE3D graphic engine.	C++	20444	12	2	12
Mezzanine	BlackToppStudios/Mezzanine	2908531	A game engine that supports high performance 3d graphics physics and sound	C++	1707997	12	1	12
PixelStab-ASCII-Engine	bitnenfer/PixelStab-ASCII-Engine	13340925	This is not necessary a Game Engine, it's more of a transform-images-to-ascii-kind-of-tool.	JavaScript	252	12	1	12
3D-Game-Engine-ThinMatrix	Ritsu95/3D-Game-Engine-ThinMatrix	30683125	3D OpenGL Tutorial from ThinMatrix	Java	83916	11	17	11
cloudrealms-2	roncodes/cloudrealms-2	4090404	a web based mmorpg game engine	PHP	8770	11	13	11
GameEngine	Bablawn3d5/GameEngine	48269186	Bablawn3d5 Engine	C++	464	11	0	11
dabes_engine	hunterbridges/dabes_engine	7546154	An all new game engine!	C	27385	11	5	11
lua	dmzgroup/lua	804154	Lua binding for DMZ Game Engine	C++	358	11	6	11
WIP	wubugui/WIP	35766275	This is a little 2D game Engine.	C	4203	11	4	11
APE	mkdxdx/APE	44175255	Another Particle Editor for LÖVE2D game engine	Lua	271	11	6	11
Panther	Script47/Panther	9134886	A free game 'engine', with minimal modifications.	PHP	178	11	4	11
fastbirdEngine	fastbird/fastbirdEngine	22362299	Open source game engine	C++	84191	11	2	11
developer.playcanvas.com	playcanvas/developer.playcanvas.com	21828621	Developer resources website for PlayCanvas WebGL Game Engine	CSS	130955	11	9	11
Maratis	dahnielson/Maratis	16486089	Development fork of Maratis editor and game engine	C	14052	11	7	11
coconut	ryanwilliams/coconut	913933	A 2D game engine built on top of cocos2d-javascript	JavaScript	99	11	5	11
libgdx-demos	teheria/libgdx-demos	1581115	demos for the libgdx Androuid game engine	Java	19678	11	2	11
Web-Engine	DrRoach/Web-Engine	41459795	Online game engine	JavaScript	236	11	1	11
admob-demo-game-phaser	floatinghotpot/admob-demo-game-phaser	37175193	Demo game for Cordova AdMob plugin, using phaser game engine	JavaScript	1363	11	4	11
openSage	feliwir/openSage	37491094	An opensource implementation for the SAGE engine (Strategy Action Game Engine)	C	477	11	4	11
Wurfel-Engine	odaymichael/Wurfel-Engine	13226205	An isometric game engine for games with a world made of blocks (like Minecraft). For RPGs, action, strategy, puzzle or adventure games.	Java	97612	11	11	11
tetris-impact	cmaas/tetris-impact	14890379	A Tetris game that uses the Impact.js game engine written in JavaScript	JavaScript	348	11	4	11
hl2parse	DHager/hl2parse	1452438	A library for parsing a variety of file-types associated with the Source game engine.	Java	519	11	4	11
SeriousProton	daid/SeriousProton	20889322	C++ game engine coded on top of SFML from scratch. There will be dragons and undocumented stuff in here.	C	1018	11	9	11
isoCan	AshKyd/isoCan	781422	Isometric canvas-based game engine.	JavaScript	3026	11	0	11
grout	zeroshade/grout	21335979	2D Game Engine using Go and SFML	Go	508	11	0	11
LoD	Tomius/LoD	11847088	A simple OpenGL 2.1 game engine, written in C++.	C++	114400	11	1	11
RPG	Fekoz/RPG	51515642	JRPG / RPG browser online 2d game Engine / platform with a unique system . Have the creation of the character and account on JavaScript PHP ajax json MYSQL html set of tools for games	JavaScript	47737	11	10	11
nextgame	nsf/nextgame	24413580	Work-in-progress "voxel" game or game engine.	C	468	11	0	11
Gem	gmich/Gem	28392030	A cross-platform game engine with GUI and multiplayer support using Monogame, Farseer and Lidgren	C#	10920	11	2	11
Kampf	benzap/Kampf	1658628	Flexible game engine written in C++, Scripting in Lua	C++	4468	11	0	11
flockn	flockn/flockn	9177127	:video_game: Leightweight declarative game engine for JavaScript	JavaScript	1145	11	1	11
BlenderRealtimeEngineAddon	Kupoman/BlenderRealtimeEngineAddon	21977174	An addon to allow external real time engines (e.g. game engines) to use Blender as an editor and allow for closer integration.	Python	85	11	3	11
Fariy2D	gmmybu/Fariy2D	45467130	Simple 2D Game Engine powered by OpenGL and Lua	C	13000	11	1	11
ember-theater	affinity-engine/ember-theater	37236191	A modular game engine build with Ember.js	JavaScript	17560	11	1	11
Annwvyn	Ybalrid/Annwvyn	12203468	Annwvyn Engine is a simple game engine built upon free and open source technologies to easily create applications and games using the Oculus Rift Headset.	C++	168791	11	3	11
hesperus2	sgolodetz/hesperus2	2330517	A fully-working 3D map editor (in Java) and level compilation toolchain (in C++), and a part-finished 3D game engine (in C++). Early development was done in the hesperus project and ported to CMake to form hesperus2.	C++	114917	11	4	11
swen	aktowns/swen	48692956	Swift 2d game engine, using SDL for rendering and chipmunk for physics	Swift	179	11	1	11
hs-helm-samples	agreif/hs-helm-samples	20575723	Example/test games written with the Haskell Helm reactive game engine	Haskell	21	11	0	11
lv3proj	fgenesis/lv3proj	588584	**superseded by lv3proj_ng** Re-Implementation of "The Lost Vikings" (originally released by Silicon & Synapse for SNES/Amiga/Sega) from scratch, using SDL for multimedia and Falcon as embedded scripting language. Aims to be a feature-rich scriptable 2D game engine somewhere in future.	C++	6048	11	3	11
Naxasius-Game-Engine	Casmo/Naxasius-Game-Engine	1171571	A CakePHP powered Game Engine to make a browser MMORPG.	PHP	12540	10	7	10
incremental-game-engine-js	Aldo111/incremental-game-engine-js	28286552	A simple javascript/JQuery library to allow the quick creation, deployment, and expansion of incremental games.	JavaScript	1258	10	8	10
TurboSphere	FlyingJester/TurboSphere	8960538	TurboSphere Game Engine	C++	56010	10	3	10
flood	FloodProject/flood	4555061	Flood Game Engine & Runtime	C++	64921	10	6	10
andengine	hexwave/andengine	1191951	Android 2D Game Engine	Java	5524	10	3	10
Hydroxide	Poincare/Hydroxide	3417458	Awesome HTML5 game engine	JavaScript	165	10	3	10
Plausible-Game-Engine	justosophy/Plausible-Game-Engine	51342867	A light-touch educational library for writing HTML5 canvas games in JavaScript	JavaScript	68	10	1	10
Zelda_BlenderGame	Dynamique-Zak/Zelda_BlenderGame	49572402	A zelda fan made with Blender Game Engine	Python	27599	10	5	10
gannicus	Advael/gannicus	3587307	Ground-Up Fighting Game Engine in C++	C++	52709	10	7	10
jspkmnengine	fuz/jspkmnengine	4142699	Javascript PKMN Game Engine	JavaScript	13903	10	1	10
dadren	dustinlacewell/dadren	49305168	A data-driven game engine for Nim	Nimrod	297	10	2	10
StarEngine	GlenDC/StarEngine	12966802	Crossplatform C++11 2D Game Engine for Windows and Android games	C	55516	10	10	10
gengine-old	gogoprog/gengine-old	17628049	Deprecated. A C++ game engine with Lua scripting that supports HTML5	C++	9023	10	5	10
QuickPool	densylkin/QuickPool	44030460	Simple pooling toolkit for Unity game engine	C#	1575	10	4	10
CloudBox	cloudhsu/CloudBox	5096433	Cross-platform game engine for iOS/Android/Win32	C	25507	10	4	10
python-rpg-engine	fpietka/python-rpg-engine	4149264	A RPG game engine written in Python	Python	801	10	4	10
rokkojs	formigone/rokkojs	6538595	A simple HTML5 game engine written in JavaScript using Google Closure tools	JavaScript	22924	10	5	10
rainbow	tn0502/rainbow	20939716	Rainbow is a scriptable, cross-platform, 2D game engine written in modern C++. (Bitbucket mirror)	C	10115	10	5	10
glue	spilgames/glue	14061002	Glue is a JavaScript game engine for making web games that run on desktop and touch devices.	JavaScript	12598	10	5	10
inanity	quyse/inanity	11123774	Cross-platform C++ game engine.	C++	18584	10	1	10
sometuke	hadashiA/sometuke	6984944	c++/OpenGL 2D game engine	C++	1960	10	0	10
Gibbo2DEditor	akadjoker/Gibbo2DEditor	36567084	All In One 2D Game Engine 	C#	37971	10	1	10
npm_crafty	mucaho/npm_crafty	9117844	Node module that adds networking capabilities to Crafty, a JavaScript game engine.	JavaScript	4832	10	2	10
enoki	harto/enoki	7588064	Cross-platform Clojure/ClojureScript game engine POC	Clojure	1032	10	0	10
love-lonelyatoms	jimmytheleaf/love-lonelyatoms	13939284	Game and Game Engine experiments using the Love2d framework	Lua	84788	10	1	10
seagal	Tommislav/seagal	3529982	simple entity framework/game engine written in haxe	Haxe	488	10	0	10
gamebase	quietfanatic/gamebase	284644	A Perl 6 based 2D game engine <outdated>	Parrot	235	10	1	10
SparrowInMotion	siuying/SparrowInMotion	4279995	Demo to use Sparrow Framework - The Open Source Game Engine for iOS - in RubyMotion.	Ruby	1758	10	1	10
rockbot	protoman/rockbot	41870881	An open-source, SDL based, game engine to replicate old style Rockman (aka Megaman) games, being as close as possible of Rockman 1-6, and an editor made with Qt, for custom graphics, weapons, bosses, enemies and level creation.	C++	58147	10	5	10
ataxia	xenith-studios/ataxia	749739	A modern game engine written in Rust with embedded Lua scripting for game logic.	Python	634	10	1	10
impact-steering-behaviors	hurik/impact-steering-behaviors	6807418	This plugin for the Impact Game Engine adds steering behaviors for entities.	JavaScript	221	10	1	10
prototype	aktau/prototype	11703172	A toy game engine written in C for prototyping and goofing around.	C	8136	10	1	10
PropellerEngine	LauriM/PropellerEngine	49952388	Open source version of the PropellerEngine. Cross platform C++ game-engine.	C++	22734	10	3	10
pixelboost	pixelballoon/pixelboost	4067771	A (no longer in development) fully featured portable (iOS/Android/Ouya/OSX/emscripten, partial Windows support) game engine and set of tools	C++	8735	10	2	10
panda3dstudio	Epihaius/panda3dstudio	48908029	A general-purpose scene editor for the Panda3D open-source game engine	Python	919	10	1	10
Bezier-Pathways	boneheadmed/Bezier-Pathways	1412740	Contains a bezier pathway plugin for use with Impact Javascript Game Engine as well as a utility for creating the pathways.	JavaScript	196	10	0	10
deep-game-engine	willwhitney/deep-game-engine	32772277	Learning a game engine by example.	Lua	11735	9	3	9
SantaseGameEngine	NikolayIT/SantaseGameEngine	33185650	Santase game engine	C#	4691	9	7	9
Game-Engine-Architecture	nikoladimitroff/Game-Engine-Architecture	48736641	A repo contaning the learning materials for the course 'Game Engine 	null	34233	9	2	9
C3Engine	linghuye/C3Engine	3884082	C3 Game Engine	C++	24479	9	9	9
wormwood	swat30/wormwood	131835	A text adventure game engine built in Java	Java	1518	9	6	9
Schooner-3D	drmercer/Schooner-3D	2952090	A 3D game engine for Android	Java	836	9	4	9
batterytech	puretekniq/batterytech	33570499	BatteryTech SDK and Game Engine	C++	14869	9	3	9
head-on.js	powerc9000/head-on.js	4854735	The JavaScript game engine for velociraptors	JavaScript	566	9	4	9
JimEngine	jp9000/JimEngine	5275890	Jim's Game Engine - NOTE: ancient.	C	8848	9	4	9
Medusa	fjz13/Medusa	43352735	Cross mobile platform 2D&3D C++ game engine. 	C	209514	9	8	9
pandam	pandcorps/pandam	32897760	Event-driven 2D game engine for Java/Android	Java	7153	9	6	9
LikeMagic-GameEngine	dennisferron/LikeMagic-GameEngine	2098901	Game engine bindings for LikeMagic	C++	192359	9	1	9
planet_wars-cpp	albertz/planet_wars-cpp	905649	Google AI challenge: Planet Wars game engine and co, C++ implementation	C++	272	9	5	9
ethon	beagleknight/ethon	1122863	HTML5 Game Engine	JavaScript	2336	9	0	9
Californium	Rohansi/Californium	6801776	Californium is a 2D game engine utilizing C# and SFML.NET.	C#	4761	9	4	9
CarpMuffin	BetaToast/CarpMuffin	45993845	Game Engine written in Monogame and C#	C#	1798	9	2	9
werewolf	hjwylde/werewolf	48516740	A game engine for running werewolf in a chat client	Haskell	1180	9	6	9
HackSlashRPG-BZA	tccundari/HackSlashRPG-BZA	21387931	BurgZurgArcade Unity 3D Tutorial (Font http://www.burgzergarcade.com/hack-slash-rpg-unity3d-game-engine-tutorial)	C#	348196	9	11	9
cerberus	tycho/cerberus	311591	A game engine by Uplink Laboratories and Ferrous Moon	C	1081	9	5	9
AmidosEngine	amidos2006/AmidosEngine	25042751	FlashPunk inspired game engine base on Starling	ActionScript	2898	9	3	9
debrisdodger	turbulenz/debrisdodger	10239828	A simple 2D/3D space-based object avoidance game written as a simple introduction to the Turbulenz HTML5 Game Engine.	JavaScript	4150	9	8	9
Lucid	JoeyDeVries/Lucid	49721783	A 2D game w/ 3D lighting written on top of a small structured 2D game engine	C++	62065	9	5	9
luahexed	hexahedronic/luahexed	49775582	Experimental LuaJIT Game Engine	Lua	450	9	0	9
potion	jansedivy/potion	16488448	HTML5 canvas game engine	JavaScript	2345	9	1	9
point-frag	bsegovia/point-frag	5122284	Experimentations with distributed tasks for a game engine	C++	19476	9	2	9
blueshift-engine	kyle-emmerich/blueshift-engine	42741624	High performance C++ game engine in early development	C++	57096	9	2	9
ChopEngine	Ohmnivore/ChopEngine	41661049	A Haxe cross-platform 3D game engine built on top of Snow	Haxe	9155	9	2	9
Plasma	GehnShard/Plasma	3312903	Cyan Worlds's Plasma game engine	C++	24133	9	2	9
emo-framework	team-emo/emo-framework	4096618	emo-framework is an open source 2D game engine for mobiles. Check out the official website for more details.	C	28432	9	4	9
GameSketchLib	tangentstorm/GameSketchLib	2540399	A flixel-inspired game engine for Processing, plus Newbie Game Developer Lessons.	Java	1289	9	2	9
baby-engine	city41/baby-engine	24280620	A teeny tiny game engine	JavaScript	224	9	0	9
yapyg	rkibria/yapyg	19649351	Yet Another Python Game Engine	Python	8532	9	1	9
openwar	andreas-jonsson/openwar	57234885	Alternative Warcraft: Orcs & Humans game engine.	Go	20195	9	1	9
machinist	micahjohnston/machinist	388569	A game engine for JavaScript and Canvas games.	JavaScript	120	9	0	9
dodgem	marco-ponds/dodgem	35683653	A Simple Multiplayer Game, built with Wage Game Engine.	JavaScript	4812	9	0	9
Undertailor	Xemiru/Undertailor	49041698	A game engine thingy for my personal practice and for the enjoyment of dundertales fans.	Java	16533	9	2	9
SINRGE2	Shy07/SINRGE2	8970620	SINRGE2 Is Not Ruby Game Engine 2	C++	35295	9	1	9
D2DGame	WebFreak001/D2DGame	33326098	2D Game Engine for Ludum Dare written in D	D	3441	9	0	9
Jumper-Examples	Yonaba/Jumper-Examples	6104001	Demos and examples of use for the pathfinding library Jumper with various Lua frameworks and game engines	null	889	9	3	9
playground	Nelarius/playground	39584270	:rocket: My playground of C++ game engine ideas.	C++	2211	9	0	9
Lua-RayCast3D	Rinnegatamante/Lua-RayCast3D	48809482	3D Game Engine using RayCasting algorithm for Lua Player Plus	Lua	800	9	0	9
LibPd4UnityTools	Magicolo/LibPd4UnityTools	24457937	Set of tools to facilitate the communication between LibPd and the Unity game engine.	C#	8376	9	1	9
Atlantis.js	demonixis/Atlantis.js	7682050	A game engine written in JavaScript with an API close to XNA/MonoGame	JavaScript	13605	9	0	9
BrightEyes	Henne/BrightEyes	1622614	Game Engine rewrite of "Das schwarze Auge/Nordlandtrilogie" "Realms of Arkania" CRPG	null	372	9	0	9
Grasshopper	axefrog/Grasshopper	35720612	Grasshopper is a code-first 3D game engine written entirely in C# and .Net.	C#	7327	9	1	9
EmojiKit	le-doux/EmojiKit	56869525	Make games with emoji! (Mini-library adding EmojiOne emoji support to Luxe game engine)	Haxe	3629	9	0	9
Fibula	drgomesp/Fibula	58383324	:video_game: A multi-platform 2D game engine built for game developers	C++	2569	9	0	9
blender-smooth-slides	kiniou/blender-smooth-slides	367491	A set of scripts and templates to transform regular OpenDocument Presentation into sexy presentation with Blender Game Engine.	Python	7770	9	0	9
Wonder.js	yyc-git/Wonder.js	32294285	3D Html5 Game Engine	JavaScript	95052	8	6	8
GameEngine	shgli/GameEngine	14523872	pure c++ implemented a library for learning 3d graphic algorithm and game programming.	C++	868	8	2	8
grit-engine	grit-engine/grit-engine	61582149	Grit Game Engine	C++	38819	8	4	8
Drystal	kidanger/Drystal	22579518	Lua game engine	C	2805	8	2	8
batma	renatopp/batma	2457526	Batma 2D Python Game Engine	Python	1495	8	6	8
brave-rats	thatneat/brave-rats	23097961	Brave Rats game engine	Python	412	8	3	8
zenilib	bazald/zenilib	4565238	Free Cross-Platform Game Engine	C	27206	8	5	8
nfengine	nfprojects/nfengine	22732979	Game engine	C++	6718	8	0	8
KabalaEngine	djkabala/KabalaEngine	638845	Game Engine built using OpenSG and OpenSGToolbox	C++	13182	8	6	8
libge	dridri/libge	11238333	Fast and easy multiplatform game engine	C	2835	8	3	8
3DGameEngineCpp_60	BennyQBD/3DGameEngineCpp_60	18524115	The C++ version of the 3D Game Engine, as of the end of the 3D Game Engine Tutorial	C	5179	8	6	8
plunder	city41/plunder	11083420	An animation system for JavaScript game engines	JavaScript	805	8	4	8
DeltaEngine.SharpDX	DeltaEngine/DeltaEngine.SharpDX	11204663	Open Source Multiplatform Game Engine, C# SharpDX Version including the Editor	C#	7564	8	8	8
ymir	rramsden/ymir	5223470	Open source, cross platform, 3D RPG game engine.  	C++	330	8	3	8
SumoVizUnity	danielbuechele/SumoVizUnity	21145086	Master thesis: Post-visualization of pedestrian simulation data using the Unity game-engine	C#	41704	8	7	8
FimbulvetrEngine	Fimbulwinter/FimbulvetrEngine	5403795	XNA-inspired game engine built on top of OpenTK	C#	1558	8	5	8
Spiced	ChaiScript/Spiced	28411719	A simple tile-based game engine backed by ChaiScript	C++	575	8	4	8
Crafty-joystick	flywithmonkey/Crafty-joystick	3147865	Joystick component for crafty  - javascript game engine.	JavaScript	94	8	4	8
Iceberg3D	matthewjberger/Iceberg3D	29669570	A cross-platform 3D game engine	C++	156714	8	2	8
c2048	helgefmi/c2048	17665753	A wicked fast 2048 game engine with AI	C	122	8	4	8
mehteor	remeh/mehteor	4994749	OpenGL Game engine	C	3516	8	0	8
OpenGame.exe	avarisc/OpenGame.exe	39553789	A custom Ruby-powered game engine that supports RPG Maker games.	C#	5913	8	4	8
OpenEngine	korslund/OpenEngine	756183	OpenEngine is a bunch of reusable game engine components gathered from the OpenMW project	C++	130	8	6	8
n3d-gamecore	joates/n3d-gamecore	12086115	3D WebGL Multi-Player Game Engine (Node.js / Three.js / HTML5)	JavaScript	679	8	3	8
Novus-Engine	LeifNode/Novus-Engine	29503674	A 3D game engine	C	22030	8	1	8
knoopvszombies	mikeknoop/knoopvszombies	8892811	Public repository for the source code that runs the Knoop vs. Zombies HvZ Game Engine. View a running version of this engine at http://muzombies.org	PHP	6090	8	9	8
psykick2d	MCluck90/psykick2d	8975903	An HTML5 game engine. Built as an entity-component framework.	JavaScript	1568	8	3	8
BabyBox	VirtualMaestro/BabyBox	10123298	BabyBox Engine - component based game engine	ActionScript	4216	8	0	8
Cadventure-txt	tech-no-crat/Cadventure-txt	3410622	Simple text adventure game engine	C	100	8	0	8
bbAdmob	teamblubee/bbAdmob	32975554	This is a Google Play Services module for the Godot game engine, written by [blubee](http://blubee.me)	Java	167	8	7	8
asciiD	MarcoWorms/asciiD	49982161	An HTML5 ASCII game engine built with love and ES6	JavaScript	34	8	2	8
sbt-scage-plugin	mvallerie/sbt-scage-plugin	12658611	Simple SBT plugin designed to integrate Scage (Scala Game Engine)	Scala	463	8	2	8
NeroEngine	nerososft/NeroEngine	59755052	a 2d game engine with opengl	C++	12726	8	0	8
OPengine	TeamOPifex/OPengine	27466078	Cross Platform C/++ Video Game Engine	C	368770	8	1	8
xna.geek.engine	impworks/xna.geek.engine	7482316	A 2D game engine for Windows Phone 7.	null	172	8	0	8
BGEAssets	ccbytes/BGEAssets	60386655	Collection of assets for Blender Game Engine	null	6530	8	0	8
TAGE	MagnusRunesson/TAGE	47079020	Tiny Arcade Game Engine (T.A.G.E)	C++	16893	8	1	8
mamau_chartboost	beocat/mamau_chartboost	56542083	Chartboost for Godot Game Engine - Android & iOS	Java	13	8	1	8
dr_ge	mackron/dr_ge	46201065	An ultra light-weight game engine written in C.	C	1761	8	1	8
Flax	longyangxi/Flax	32390434	Html5 game engine withe flash base toolset	JavaScript	363	8	2	8
PenjinTwo	pokeparadox/PenjinTwo	1817405	A Game Engine framework, written in C++ with intent to be portable.	C++	778	8	2	8
bloodyhell	dawee/bloodyhell	5109650	A Game engine based on Box2D and PyGame	Python	1276	8	0	8
Mage	marco-ponds/Mage	23678719	This is Mage, a 3D Game Engine, entirely written in Javascript, built on top of THREE.js and other marvellous works from marvellous people.	JavaScript	7647	8	3	8
Jopnal	Jopnal/Jopnal	49629809	Simple component based 2D/3D game engine for Windows & Android	C++	685145	8	0	8
BoxOutline	nefD/BoxOutline	1264970	Collision box rendering module for the Impact JS game engine.	null	82	8	0	8
Warlocks	H3LLB0Y/Warlocks	3188759	Remake of Warlocks WC3 custom Map using Panda3D game engine	Python	22290	8	1	8
coronal	alaingalvan/coronal	54208279	☀️ A WIP TypeScript ES2016 Game Engine inspired by React and Unity	TypeScript	19	8	0	8
panda.js-sequencer	blaspix/panda.js-sequencer	17517876	Panda.js Sequencer is a plugin for Panda.js HTML5 game engine.	JavaScript	2604	8	0	8
euclid	SirEelBiscuits/euclid	47413755	Game engine using a mix of old and new technology	C++	21672	8	0	8
notes	sanctuary/notes	39505228	Notes related to the inner workings of the Diablo 1 game engine.	Shell	270	8	1	8
Symbols	boneheadmed/Symbols	1542627	A way to approximate Ruby type symbols in the Impact game engine (http://impactjs.com/).	JavaScript	100	8	1	8
Azure--Infinite-Skies	hubertgrzeskowiak/Azure--Infinite-Skies	669886	WARNING: This project is abandoned for unlimited time.     Azure: infinite skies is a realtime 3D flight simulation game containing parts from action and RPG genres. It's written in Python and based on Panda3d as game engine.	Python	20591	8	2	8
ParticleEditor	V-Play/ParticleEditor	15937020	This is the source code of Particle Editor for Cocos2d and V-Play which is available for free in all stores - http://v-play.net/2013/01/v-play-particle-editor/. Particle Editor for Cocos2d and V-Play is an open source particle editor made with V-Play Game Engine available for free on http://v-play.net/. The application runs with V-Play on iOS, Android, BlackBerry, Symbian and on all desktop platforms.	QML	4949	8	5	8
ubonsai	enlight/ubonsai	17464514	A simple C# behaviour tree library with a node based custom editor for the Unity game engine, all licensed under the MIT license.	C#	277	8	0	8
GameEngine	ZuzuStudio/GameEngine	18257576	legendary physics and graphics engine write on D	D	3838	7	3	7
BelotGameEngine	NikolayIT/BelotGameEngine	8382361	Belot card game engine	C#	1260	7	7	7
text-game-engine	zhiqiao/text-game-engine	11182532	Text-based game engine in Python.	Python	173	7	2	7
dmz	tongli/dmz	104635	Game Engine	C	3358	7	2	7
GameEngine	ileben/GameEngine	911605	is what it is	C++	4880	7	0	7
GameProject	ylmbtm/GameProject	20583321	A MMOG Game Engine	C	13196	7	4	7
glium_graphics	PistonDevelopers/glium_graphics	30297582	A Glium 2D back-end for the Piston game engine	Rust	224	7	9	7
Helios	jgh-/Helios	3003640	[C++] Game Engine Development	C++	21168	7	4	7
mruby-game-engine-example	ruby-rcade/mruby-game-engine-example	14244027	An example of a basic game engine using mruby	C	178	7	1	7
game_engine_elixir_phoenix	archdragon/game_engine_elixir_phoenix	61740019	Browser game engine written in Elixir and Phoenix	C	89617	7	0	7
3d-adventure-game-engine	lowlevel86/3d-adventure-game-engine	38078746	A minimalistic super mario 64 like 3d game engine written in C.	C	827	7	1	7
call	fumieval/call	24135741	Not an insufficient game engine	Haskell	5324	7	2	7
UniEngine	mdziekon/UniEngine	11523605	OGame-like browser based Game Engine	PHP	10854	7	2	7
Wolf.Engine	PooyaEimandar/Wolf.Engine	25995795	Wolf Game Engine	HTML	248595	7	1	7
Darkmatter	mattrubin/Darkmatter	1199180	OpenGL-based game engine in ObjC	Objective-C	179	7	2	7
Tower-Defense-Bagual	lvian/Tower-Defense-Bagual	3583591	Tower defense utilizando Unity3D game engine para fins didáticos	C#	53582	7	5	7
