name	full_name	id	description	language	size	watchers	forks	stargazers_count
vx	philipdexter/vx	43694734	a text editor	Python	238	3	2	3
lwe	TheTomster/lwe	28947811	a cursorless text editor	C	211	3	2	3
RichTextEditor	IainDelaney/RichTextEditor	10746512	Rich Text Editor using webkit based on http://http://ios-blog.co.uk/tutorials/rich-text-editing-a-simple-start-part-1/	Objective-C	136	3	0	3
JotaTextEditor	jiro-aqua/JotaTextEditor	44470158	Text Editor for Android	Java	28084	3	1	3
simple-text-editor	hun7err/simple-text-editor	7342194	A simple text editor with syntax highlighting written in Java	Java	12576	3	1	3
encrypted-text-editor	CaptEmulation/encrypted-text-editor	18716379	Qt/Crypto++ encrypted text editor example	C++	852	3	0	3
richTextEditor	andrewtdunn/richTextEditor	9799707	In-browser rich-text editor which compiles to svg	JavaScript	2348	3	0	3
svg-text-editor	tomaash/svg-text-editor	27595070	Angular based text editor for SVG with forth-and-back conversion to contenteditable HTML	CSS	3560	3	1	3
Ocarina-Text-Editor	Sage-of-Mirrors/Ocarina-Text-Editor	57468616	A text editor for The Legend of Zelda: Ocarina of Time.	C#	1613	3	1	3
swing-texteditor	sheimi/swing-texteditor	3483210	a text editor implemented by swing	Java	208	3	3	3
puppet-macvim	boxen/puppet-macvim	6052692	MacVim is the text editor Vim for Mac OS X	Ruby	12	3	8	3
pi	ac7/pi	22320841	text editor	Go	360	3	0	3
mute-demo	coast-team/mute-demo	20092020	Multi-User Text Editor running on localhost	JavaScript	6013	3	6	3
mdiedit	selairi/mdiedit	19933970	Simple text editor with MDI interface	C++	84	3	2	3
jquery-rte	buntekuh/jquery-rte	214337	a lightweight rich text editor based upon jquery	JavaScript	84	3	3	3
SessionSaver	guillermo-carrasco/SessionSaver	4599071	Plugin to save sessions in Sublime text editor	Python	151	3	3	3
espada	cmpitg/espada	8313606	Espada the hackable text editor.	Ruby	875	3	2	3
lilypad	gperciva/lilypad	3422367	Lightweight text editors for GNU LilyPond	C	559	3	2	3
Text-Editor-in-Java	rejochandran/Text-Editor-in-Java	24447777	Text Editor in Java with syntax highlighting	Java	1041	3	0	3
new-new-Text-Editor	PiersonBro/new-new-Text-Editor	7311229	A simple UIKit based text-Editor for iPhone and iPad (partially working).	Objective-C	2154	3	1	3
XCImageAndTextEditor	jczmdeveloper/XCImageAndTextEditor	57289303	A Mix Picture And Text Editor-使用SpannableString And ImageSpan 实现的图文混排编辑器	Java	3835	3	1	3
XrmRichTextEditor	BackToTheCrm/XrmRichTextEditor	45839798		JavaScript	348	3	0	3
html5-text-editor	p-m-p/html5-text-editor	3290051	Text editor built with the FileSystem API	JavaScript	2024	3	0	3
150819_electron_text_editor	ics-creative/150819_electron_text_editor	40707767	「テキストエディターを作ってElectronの基礎を学ぼう！ HTML5でPCアプリ開発入門」で紹介したデモアプリです。	JavaScript	380	3	1	3
Teksperanto	nmquirk/Teksperanto	10077217	Esperanto text editor.	Java	1143	3	1	3
collaborative-editor	ozzimpact/collaborative-editor	32045514	Real-time room based collaborative rich text editor.	JavaScript	5155	3	2	3
txtedit	terev/txtedit	15402530	A Text Editor	Python	3582	3	1	3
knockout-froala	froala/knockout-froala	43287754	Knockout.js binding for Froala WYSIWYG HTML Rich Text Editor	HTML	22	3	3	3
KhtSimpleText	khertan/KhtSimpleText	3639766	A simple plain text editor for Harmattan	Python	2115	3	2	3
Apex	MarkChuCarroll/Apex	1559644	Apex text editor	Go	22732	3	0	3
plugins	txt2tags/plugins	18890659	Add txt2tags support to your favorite text editor, CMS, …	PHP	240	3	3	3
darcula-theme-various-ide	Sash0k/darcula-theme-various-ide	15803756	 Contains color themes like IntelliJ IDEA Darcula for various text editors.	null	176	3	3	3
FeatherPad	tsujan/FeatherPad	54059569	Lightweight Qt5 Plain-Text Editor for Linux	C++	234	3	2	3
solylace	madx/solylace	89048	A Shoes text editor	Ruby	108	3	0	3
tetextedit	OrdinaryMagician/tetextedit	6784587	te is a text editor	C	155	3	1	3
ckeditor-plugin	Shahiem/ckeditor-plugin	23856140	CKEditor is a ready-for-use HTML text editor designed to simplify web content creation. (This an OctoberCMS plugin)	JavaScript	6530	3	4	3
atom-remember-folds	forivall/atom-remember-folds	51549414	Remembers and automatically re-folds folds in your text editors in atom	JavaScript	6	3	2	3
cmacs	krockot/cmacs	11317962	Scriptable text editor for Chrome.	JavaScript	216	3	0	3
sed	gooselinux/sed	2004741	A GNU stream text editor	null	106	3	0	3
CodeEditor	Jerryno/CodeEditor	28981754	Blender Addon enhancing Text Editor	Python	124	3	0	3
todo-pt	hi5/todo-pt	17107343	Universal TODO lists for Text Editors (based on PlainTasks)	AutoHotkey	142	3	2	3
tcled	slebetman/tcled	17585079	Pure Tcl Console Text Editor	Tcl	213	3	0	3
rune-editor	dmliao/rune-editor	12988765	jRuby-Swing Text Editor.	Ruby	2748	3	0	3
reditor	duckinator/reditor	503381	text editor written in ruby	Ruby	112	3	0	3
tef	joshhartigan/tef	29387922	terminal-based text editor	JavaScript	124	3	0	3
rte-angular	drejkim/rte-angular	23034222	An AngularJS rich-text editor	JavaScript	22	3	0	3
WordPress-Editor-Common	wordpress-mobile/WordPress-Editor-Common	30357327	Common code of Android and iOS rich text editor component.	JavaScript	208	3	2	3
Thoth	Pent00/Thoth	4148127	Csc 332: Text Editor	Python	859	3	1	3
sublime-haskell-cabal	Twinside/sublime-haskell-cabal	4799941	Syntax for Haskell cabal (build system) for the "Sublime text" editor	null	92	3	2	3
gherkin-ide	pmazak/gherkin-ide	2386800	Lightweight HTML Text Editor with Auto-Completion for writing your Cucumber Gherkin Steps	Ruby	114	3	4	3
writeily	jpsullivan/writeily	20932218	Android markdown text editor app	C	2131	3	1	3
notepad	KaOSx/notepad	21616920	Very simple text-editor for use during kf5/plasma transition	C++	144	3	2	3
yate	dcestari/yate	3209171	Yet Another Text Editor	Python	172	3	0	3
werf	hadrianw/werf	38715220	Mouse driven text editor inspired by Acme (text editor from Plan 9).	C	120	3	0	3
UrWeb-Language-Definition	gwalborn/UrWeb-Language-Definition	29062491	UrWeb Package for Sublime Text Editor	null	212	3	0	3
Whizzywing	unverse/Whizzywing	2987199	Lightweight WYSIWYG rich text editor in javascript	JavaScript	278	3	0	3
HtmlArea	thetalecrafter/HtmlArea	2656059	Inkwall's simple but extensible rich-text editor	JavaScript	912	3	0	3
codeforces-plugin-sublime-text	cpragadeesh/codeforces-plugin-sublime-text	31782017	Codeforces build for Sublime Text Editor	Python	164	3	1	3
ui-texteditor	Vik2015/ui-texteditor	23493000	Basic text editor written using ui module.	Python	139	3	1	3
vim-getting-started	jaxbot/vim-getting-started	19312041	Getting Started Tutorial for the Vim Text Editor	CSS	188	3	0	3
peeredit	jorendorff/peeredit	43442097	A toy collaborative text editor to illustrate CRDTs.	JavaScript	83	3	0	3
JEditor	musaeed/JEditor	18334886	A lightweight text editor with many modern functions	Java	50666	3	2	3
e	mtve/e	21990013	minimalistic full screen text editor on ncurses	C	112	3	0	3
Thunderpad	alex-spataru/Thunderpad	15854225	A simple, powerful and cross-platform text editor	C++	24172	3	0	3
textserver	tarao/textserver	331502	Edit on Firefox using external text editors. 	JavaScript	148	3	0	3
quail-ckeditor	quailjs/quail-ckeditor	19985956	Accessibility feedbacl for the CKEditor text editor.	JavaScript	276	3	1	3
geocode	stingclaw/geocode	54385045	A simple open source text editor for OSX﻿	Objective-C	466	3	1	3
clangide	pippijn/clangide	4261573	Qt text editor with Clang parser integration.	C++	204	3	1	3
om-rte	nhusher/om-rte	19624927	A simple rich text editor in Om	Clojure	1552	3	1	3
restr	nitipit/restr	7573260	Restr - Restructured Text editor for Gnome	Python	1656	3	0	3
tinymce-tts	owntheweb/tinymce-tts	1352968	Text-to-speech Text Editor Plugin for TinyMCE	JavaScript	224	3	0	3
GEdit-HAML-Snippets	krzyczak/GEdit-HAML-Snippets	446105	HAML template snippets for GEdit text editor.	Shell	76	3	0	3
Brackets-Deep-Blue-Theme	Neats29/Brackets-Deep-Blue-Theme	38070864	A theme for the Adobe Brackets Text Editor	CSS	2022	3	1	3
Noteplaid	amccarthy1/Noteplaid	16581867	Plaid text editor. Perfect for hipsters	C#	1817	3	1	3
CS-51-Final-Project	yuechen/CS-51-Final-Project	14005266	Text editor with English language syntax highlighting	Java	60	3	1	3
led	cessen/led	28025559	A simple text editor written in Rust	Rust	408	3	1	3
tome-editor	NickStefan/tome-editor	52636190	Rich Text Editor entirely in javascript	JavaScript	56	3	0	3
LittleWriter	Giova84/LittleWriter	10845837	A rich text editor for Haiku	C++	471	3	1	3
syntaxdb-atom-plugin	Coteh/syntaxdb-atom-plugin	64262963	A SyntaxDB plugin for Atom text editor.	JavaScript	312	3	0	3
Tincta	CodingFriends/Tincta	67435368	The famous and much-loved text editor Tincta	Objective-C	6991	3	0	3
